,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
27,Fluminense,Lateral,Samuel Xavier,9.57,2.21,15.9,5.92,9,13,,,3.0,,,1.0,,1.0,6.0,,1.0,,,2.0,,,,,1.0,,73384,266,2,0.0
28,Fluminense,Zagueiro,Nino,12.61,0.07,5.8,4.92,9,13,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,91708,266,3,0.0
29,Flamengo,Meia,Arrascaeta,17.93,-1.2,2.2,8.4,9,13,,,,,1.0,3.0,,,13.0,,,,,1.0,,,,,,,87863,262,4,0.0
30,Corinthians,Técnico,Vítor Pereira,12.53,0.84,7.64,5.51,12,13,,,,,,,,,,,,,,,,,,,,,77713,264,6,0.0
31,Fluminense,Meia,André,7.11,-0.11,4.5,3.81,10,13,,,,,1.0,2.0,,,6.0,,,,,3.0,,,,,1.0,,107498,266,4,0.0
32,Fortaleza,Meia,Yago Pikachu,11.45,1.28,10.9,5.89,10,13,1.0,,,1.0,1.0,1.0,,,8.0,,,,,1.0,,,,,,,80196,356,4,0.0
33,São Paulo,Atacante,Calleri,24.63,-0.04,2.0,7.92,13,13,,,,,1.0,3.0,,1.0,5.0,,,,,1.0,,,,,3.0,,89840,276,5,0.0
34,Bragantino,Lateral,Luan Cândido,9.55,1.31,11.5,6.7,8,13,1.0,,,1.0,1.0,,,,6.0,,,,,2.0,,,,,1.0,,100848,280,2,0.0
35,Atlético-GO,Meia,Wellington Rato,11.3,1.71,9.9,4.7,13,13,1.0,,,,4.0,,,,7.0,,,,,,,,,,2.0,,82766,373,4,0.0
36,Bragantino,Zagueiro,Léo Ortiz,10.83,-0.42,1.2,5.73,6,12,,,,,,1.0,,,7.0,,,,,2.0,,,1.0,,,,97867,280,3,0.0
37,Atlético-MG,Goleiro,Everson,11.53,0.46,6.0,3.41,11,12,,,,,,,,,,,1.0,,1.0,,,,,,,,72294,282,1,0.0
38,Atlético-MG,Atacante,Hulk,19.8,-0.58,5.4,7.72,10,12,,,,,3.0,3.0,,,3.0,,,,,,,,,,3.0,,39148,282,5,5.4
39,Atlético-MG,Técnico,Antonio Mohamed,12.37,0.05,4.77,5.42,11,12,,,,,,,,,,,,,,,,,,,,,71071,282,6,0.0
40,Atlético-MG,Lateral,Guilherme Arana,12.19,0.9,6.8,4.38,7,12,,,,,1.0,2.0,,,6.0,,1.0,,,1.0,,,,,2.0,,87228,282,2,0.0
41,Palmeiras,Meia,Gustavo Scarpa,11.91,0.66,9.1,7.88,10,12,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,87999,275,4,0.0
42,Atlético-MG,Meia,Nacho Fernández,11.67,-0.85,0.5,5.88,10,12,,,,,1.0,1.0,,,5.0,,,,,,,,,,1.0,,94916,282,4,0.0
43,Athlético-PR,Meia,Terans,11.01,2.56,13.7,5.11,11,12,1.0,,,,6.0,1.0,,,7.0,,,,,2.0,,,1.0,,1.0,,102878,293,4,0.0
44,Flamengo,Lateral,Matheuzinho,7.77,1.29,7.7,4.76,8,12,,,,,,,,,9.0,,1.0,,,3.0,,,,,,,101727,262,2,0.0
45,Bragantino,Zagueiro,Natan,9.72,2.08,12.0,5.83,7,12,1.0,,,,,1.0,,,1.0,,,,,3.0,,,,,,,107110,280,3,0.0
46,Flamengo,Meia,Arrascaeta,19.13,-0.2,9.9,9.17,8,12,,1.0,1.0,,2.0,3.0,,,12.0,,,,,,,,,,,,87863,262,4,0.0
47,Flamengo,Atacante,Gabriel,10.9,1.47,9.4,3.29,10,12,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,1.0,,83257,262,5,0.0
48,Corinthians,Meia,Willian,16.11,0.59,12.1,4.84,9,11,,,,,2.0,6.0,,,6.0,,,,,7.0,,,,,1.0,,42135,264,4,0.0
